supplier_id,sku,ean,upc,isbn,gtin,name,slug,short_description,description,brand_id,category_id,cost_price,base_price,base_price_tax,special_price,special_price_start,special_price_end,discount_type,discount_value,stock_qty,manage_stock,type,visibility,weight,width,height,length,meta_title,meta_description,meta_keywords,is_featured,is_new,tax_class_id,status,created_at,updated_at,deleted_at
,9117,,,,,Porta Bobine Industrial TripÇ,porta-bobine-industrial-tripe,Produto profissional indicado para porta bobine industrial tripÇ.,"Porta Bobine Industrial TripÇ Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,30.42,39.5,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,9117-1,,,,,Frald†rio Vertical,fraldario-vertical,Produto profissional indicado para frald†rio vertical.,"Frald†rio Vertical Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,0.00,0,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,NK-HA02,,,,,Frald†rio Horizontal,fraldario-horizontal,Produto profissional indicado para frald†rio horizontal.,"Frald†rio Horizontal Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,0.00,0,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,9091,,,,,Armadilha de Cola p/Insetos 13W HACCP,armadilha-de-cola-pinsetos-13w-haccp,Produto profissional indicado para armadilha de cola p/insetos 13w haccp.,"Armadilha de Cola p/Insetos 13W HACCP Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,73.15,95,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,9133,,,,,Tela Cola Armadilha Insetos Grande,tela-cola-armadilha-insetos-grande,Produto profissional indicado para tela cola armadilha insetos grande.,"Tela Cola Armadilha Insetos Grande Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,5.01,6.5,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,9160,,,,,Tela Cola Armadilha Insetos MÇdia,tela-cola-armadilha-insetos-media,Produto profissional indicado para tela cola armadilha insetos mÇdia.,"Tela Cola Armadilha Insetos MÇdia Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,4.24,5.5,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,8008,,,,,Tela Cola Armadilha Insetos Pequena,tela-cola-armadilha-insetos-pequena,Produto profissional indicado para tela cola armadilha insetos pequena.,"Tela Cola Armadilha Insetos Pequena Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,3.85,5,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,NF6001,,,,,Carga Inseticida PRN 250ml,carga-inseticida-prn-250ml,Produto profissional indicado para carga inseticida prn 250ml.,"Carga Inseticida PRN 250ml Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,6.93,9,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,NF6003,,,,,Armadilha Adesiva Cola Ratos,armadilha-adesiva-cola-ratos,Produto profissional indicado para armadilha adesiva cola ratos.,"Armadilha Adesiva Cola Ratos Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,1.39,1.8,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,NF7104,,,,,Cola Ratos Neokill,cola-ratos-neokill,Produto profissional indicado para cola ratos neokill.,"Cola Ratos Neokill Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,1.50,1.95,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,NF0656,,,,,Ratibrom 2,ratibrom-2,Produto profissional indicado para ratibrom 2.,"Ratibrom 2 Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,2.12,2.75,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,NS001,,,,,Mata Moscas Neokill,mata-moscas-neokill,Produto profissional indicado para mata moscas neokill.,"Mata Moscas Neokill Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,1.35,1.75,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,NS002,,,,,"Luva Nitrilo Azul ECO 3,5gr S 100un",luva-nitrilo-azul-eco-35gr-s-100un,"Produto profissional indicado para luva nitrilo azul eco 3,5gr s 100un.","Luva Nitrilo Azul ECO 3,5gr S 100un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,4.61,5.99,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,NS009,,,,,"Luva Nitrilo Azul ECO 3,5gr M 100un",luva-nitrilo-azul-eco-35gr-m-100un,"Produto profissional indicado para luva nitrilo azul eco 3,5gr m 100un.","Luva Nitrilo Azul ECO 3,5gr M 100un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,4.61,5.99,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,NS010,,,,,"Luva Nitrilo Azul ECO 3,5gr L 100un",luva-nitrilo-azul-eco-35gr-l-100un,"Produto profissional indicado para luva nitrilo azul eco 3,5gr l 100un.","Luva Nitrilo Azul ECO 3,5gr L 100un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,4.61,5.99,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,NS011,,,,,"Luva Nitrilo Azul PLUS 5,5gr S 100un",luva-nitrilo-azul-plus-55gr-s-100un,"Produto profissional indicado para luva nitrilo azul plus 5,5gr s 100un.","Luva Nitrilo Azul PLUS 5,5gr S 100un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,7.69,9.99,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,NS012,,,,,"Luva Nitrilo Azul PLUS 5,5gr M 100un",luva-nitrilo-azul-plus-55gr-m-100un,"Produto profissional indicado para luva nitrilo azul plus 5,5gr m 100un.","Luva Nitrilo Azul PLUS 5,5gr M 100un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,7.69,9.99,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,NS013,,,,,"Luva Nitrilo Azul PLUS 5,5gr L 100un",luva-nitrilo-azul-plus-55gr-l-100un,"Produto profissional indicado para luva nitrilo azul plus 5,5gr l 100un.","Luva Nitrilo Azul PLUS 5,5gr L 100un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,7.69,9.99,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,NS014,,,,,Luva Nitrilo Flash Black L 100un,luva-nitrilo-flash-black-l-100un,Produto profissional indicado para luva nitrilo flash black l 100un.,"Luva Nitrilo Flash Black L 100un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,7.69,9.99,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,NS015,,,,,Luva Nitrilo Flash Black XL 100un,luva-nitrilo-flash-black-xl-100un,Produto profissional indicado para luva nitrilo flash black xl 100un.,"Luva Nitrilo Flash Black XL 100un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,7.69,9.99,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,NS016,,,,,Luva Nitrilo Flash Orange Power M 50un,luva-nitrilo-flash-orange-power-m-50un,Produto profissional indicado para luva nitrilo flash orange power m 50un.,"Luva Nitrilo Flash Orange Power M 50un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,7.69,9.99,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,NK-9004,,,,,Luva Nitrilo Flash Orange Power L 50un,luva-nitrilo-flash-orange-power-l-50un,Produto profissional indicado para luva nitrilo flash orange power l 50un.,"Luva Nitrilo Flash Orange Power L 50un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,7.69,9.99,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,NK-9006,,,,,Touca Descart†vel Branca 100un,touca-descartavel-branca-100un,Produto profissional indicado para touca descart†vel branca 100un.,"Touca Descart†vel Branca 100un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,9.63,12.5,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,9217,,,,,Touca Circular Nylon Preto 100un,touca-circular-nylon-preto-100un,Produto profissional indicado para touca circular nylon preto 100un.,"Touca Circular Nylon Preto 100un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,12.90,16.75,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,9020,,,,,M†scara 3 Camadas Azul 50un,mascara-3-camadas-azul-50un,Produto profissional indicado para m†scara 3 camadas azul 50un.,"M†scara 3 Camadas Azul 50un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,3.23,4.2,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,9124,,,,,Avental Descart†vel 100un,avental-descartavel-100un,Produto profissional indicado para avental descart†vel 100un.,"Avental Descart†vel 100un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,10.97,14.25,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,9013,,,,,Cobre Sapatos PE Azul 100un,cobre-sapatos-pe-azul-100un,Produto profissional indicado para cobre sapatos pe azul 100un.,"Cobre Sapatos PE Azul 100un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,5.74,7.45,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,NK-BR69-5,,,,,Luva Polietileno Palhaáo 100un,luva-polietileno-palhaco-100un,Produto profissional indicado para luva polietileno palhaáo 100un.,"Luva Polietileno Palhaáo 100un Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,12,,2.29,2.98,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,NKBR-43,,,,,WASHCLEAN BLUE Detergente Roupa 4x5L,washclean-blue-detergente-roupa-4x5l,Produto profissional indicado para washclean blue detergente roupa 4x5l.,"WASHCLEAN BLUE Detergente Roupa 4x5L Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,21,,1.73,2.25,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,NKBR46,,,,,SOFTCLEAN TALCO Amaciador Rosa 4x5L,softclean-talco-amaciador-rosa-4x5l,Produto profissional indicado para softclean talco amaciador rosa 4x5l.,"SOFTCLEAN TALCO Amaciador Rosa 4x5L Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,21,,1.19,1.55,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,NK-BR50,,,,,SOFTCLEAN GREEN Amaciador Verde 4x5L,softclean-green-amaciador-verde-4x5l,Produto profissional indicado para softclean green amaciador verde 4x5l.,"SOFTCLEAN GREEN Amaciador Verde 4x5L Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,21,,1.19,1.55,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,NKBR78-B,,,,,SOFTCLEAN PURPLE Amaciador Lil†s 4x5L,softclean-purple-amaciador-lilas-4x5l,Produto profissional indicado para softclean purple amaciador lil†s 4x5l.,"SOFTCLEAN PURPLE Amaciador Lil†s 4x5L Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,21,,1.19,1.55,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,NKBR78-W,,,,,SOFTCLEAN BLUE Amaciador Azul 4x5L,softclean-blue-amaciador-azul-4x5l,Produto profissional indicado para softclean blue amaciador azul 4x5l.,"SOFTCLEAN BLUE Amaciador Azul 4x5L Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,21,,1.19,1.55,,,,,,0,49,simple,both,,,,,,,,0,0,1,active,,,
,NK-BR69-20,,,,,SOFTCLEAN WHITE Amaciador Branco 4x5L,softclean-white-amaciador-branco-4x5l,Produto profissional indicado para softclean white amaciador branco 4x5l.,"SOFTCLEAN WHITE Amaciador Branco 4x5L Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,21,,1.27,1.65,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,NKBR78-20,,,,,WASHCLEAN BLUE Detergente Roupa 20L,washclean-blue-detergente-roupa-20l,Produto profissional indicado para washclean blue detergente roupa 20l.,"WASHCLEAN BLUE Detergente Roupa 20L Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,21,,2.58,3.35,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,NK-BR80,,,,,SOFTCLEAN WHITE Amaciador 20L,softclean-white-amaciador-20l,Produto profissional indicado para softclean white amaciador 20l.,"SOFTCLEAN WHITE Amaciador 20L Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,21,,1.92,2.49,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,NK-BR81,,,,,CLOROCLEAN Branqueador Clorado 20L,cloroclean-branqueador-clorado-20l,Produto profissional indicado para cloroclean branqueador clorado 20l.,"CLOROCLEAN Branqueador Clorado 20L Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,2.04,2.65,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,NK-BR01,,,,,OXICLEAN Tira N¢doas Oxigenado 20L,oxiclean-tira-nodoas-oxigenado-20l,Produto profissional indicado para oxiclean tira n¢doas oxigenado 20l.,"OXICLEAN Tira N¢doas Oxigenado 20L Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,2.46,3.2,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,DM-50-10,,,,,ALCACLEAN PrÇ-Lavagem 20L,alcaclean-pre-lavagem-20l,Produto profissional indicado para alcaclean prÇ-lavagem 20l.,"ALCACLEAN PrÇ-Lavagem 20L Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,3.04,3.95,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,DM-061,,,,,Shampoo Auto c/Cera Vermelho,shampoo-auto-ccera-vermelho,Produto profissional indicado para shampoo auto c/cera vermelho.,"Shampoo Auto c/Cera Vermelho Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,5,,1.62,2.1,,,,,,0,49,simple,both,,,,,,,,1,1,1,active,,,
,DM-800-5,,,,,Limpa Estofos Industrial,limpa-estofos-industrial,Produto profissional indicado para limpa estofos industrial.,"Limpa Estofos Industrial Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,7,,1.81,2.35,,,,,,0,49,simple,both,,,,,,,,1,0,1,active,,,
,DM-801,,,,,Renovador Tabliers Aroma Citrico,renovador-tabliers-aroma-citrico,Produto profissional indicado para renovador tabliers aroma citrico.,"Renovador Tabliers Aroma Citrico Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,14,,5.91,7.67,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
,ABRILHAN-6088,,,,,Abrilhantador de Pneus,abrilhantador-de-pneus,Produto profissional indicado para abrilhantador de pneus.,"Abrilhantador de Pneus Ç um produto de uso profissional, desenvolvido para garantir efic†cia, seguranáa e elevado rendimento. Adequado para utilizaá?o regular em ambientes domÇsticos e profissionais como restauraá?o, hotelaria, ind£stria e serviáos.",,14,,3.70,4.8,,,,,,0,49,simple,both,,,,,,,,0,1,1,active,,,
